FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.71415,71415,593003444,Ecuador,Eastern Galapagos Islands,Tropical Eastern Pacific,ETP241,Tres Cuevitas,-1.2352,-90.4084,2008-04-28T00:00:00,15,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,1,3,SEB,POINT (-90.4084 -1.23515)
M1_DATA.71518,71518,912344393,Australia,Cape Howe,Temperate Australasia,BR13,Seal Gully,-37.8196,148.786,2014-05-12T00:00:00,14,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,1,2,AJW,POINT (148.78596 -37.81963)
M1_DATA.71526,71526,507003216,Panama,Nicoya,Tropical Eastern Pacific,ETP92,La Cathedral  Jicarita,7.2267,-81.8293,2011-06-04T00:00:00,14,Chordata,Elasmobranchii,Mobulidae,Manta birostris,1,1,AB,POINT (-81.829283 7.2266833)
M1_DATA.71668,71668,6002151,Australia,Houtman,Temperate Australasia,WA42,Marmion Angling & Aquatic Club ,-31.8395,115.7487,2008-06-07T00:00:00,4,Chordata,Elasmobranchii,Urolophidae,Trygonoptera mucosa,1,1,HIT,POINT (115.74869 -31.83948)
M1_DATA.71822,71822,912344782,Australia,Manning-Hawkesbury,Temperate Australasia,SYD45,Dobroyd Head,-33.8132,151.2724,2015-03-23T00:00:00,10,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,2,1,JA,POINT (151.27238 -33.81322)
M1_DATA.71837,71837,3000236,Australia,Bassian,Temperate Australasia,PPB7,Portarlington Pier,-38.1105,144.6523,2009-09-08T00:00:00,4,Chordata,Elasmobranchii,Urolophidae,Trygonoptera spp.,1,2,DTL,POINT (144.65227 -38.11053)
M1_DATA.87101,87101,506002969,Costa Rica,Cocos Islands,Tropical Eastern Pacific,ETP21,Roca Sucia,5.5482,-87.0817,2011-04-25T00:00:00,14,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,2,1,ESO,POINT (-87.0817 5.54822)
M1_DATA.87129,87129,912342407,New Zealand,Kermadec Island,Temperate Australasia,KER6,"Macauley Island, SW",-30.2376,-178.4381,2012-12-30T00:00:00,14,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,1,1,GJE,POINT (-178.43808 -30.23757)
M1_DATA.87166,87166,912342504,Australia,Manning-Hawkesbury,Temperate Australasia,PS13,Pipeline,-32.718,152.1413,2012-12-07T00:00:00,9.5,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,2,NAD,POINT (152.14133 -32.71802)
M1_DATA.87544,87544,506003818,Costa Rica,Cocos Islands,Tropical Eastern Pacific,ETP24,Bahía Wafer,5.546,-87.0623,2011-04-26T00:00:00,6.2,Chordata,Elasmobranchii,Myliobatidae,Aetobatus ocellatus,2,1,NAW,POINT (-87.06231 5.54595)
M1_DATA.87716,87716,3002583,Australia,Bassian,Temperate Australasia,PPH-S2,Pt Nepean offshore,-38.3021,144.6587,2011-05-08T00:00:00,2.1,Chordata,Elasmobranchii,Dasyatidae,Dasyatis brevicaudata,2,1,DTL,POINT (144.6586914 -38.3020805)
M1_DATA.87936,87936,912345400,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR25,Hook Reef1,-19.8135,149.1362,2015-06-24T00:00:00,4.5,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,GER,POINT (149.13617 -19.81349)
M1_DATA.103307,103307,7000459,Australia,Bassian,Temperate Australasia,DE4,Manning Reef,-42.9061,147.3447,2009-11-14T00:00:00,3,Chordata,Elasmobranchii,Urolophidae,Urolophus cruciatus,2,1,JSS,POINT (147.3447 -42.90611)
M1_DATA.103374,103374,2000901,Australia,Cape Howe,Temperate Australasia,JBMP37,Murrays Reef,-35.1257,150.7519,2009-11-24T00:00:00,6,Chordata,Elasmobranchii,Urolophidae,Trygonoptera spp.,1,2,STN,POINT (150.75189 -35.1257)
M1_DATA.103647,103647,912345059,Australia,Cape Howe,Temperate Australasia,CHMP-S3,Gabo Boulder Bay,-37.564,149.9179,2015-05-04T00:00:00,9.5,Chordata,Elasmobranchii,Urolophidae,Trygonoptera mucosa,2,1,DTL,POINT (149.9179 -37.564)
M1_DATA.103822,103822,912341952,Australia,Bassian,Temperate Australasia,PPH-S12,Annulus (Popes Eye),-38.2767,144.6976,2012-02-10T00:00:00,5,Chordata,Elasmobranchii,Dasyatidae,Dasyatis brevicaudata,1,1,TPC,POINT (144.6976173 -38.27670215)
M1_DATA.103857,103857,912343234,Australia,Coral Sea,Central Indo-Pacific,CS93,Lihou Gardens,-17.1254,152.0778,2013-06-14T00:00:00,5.5,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,GER,POINT (152.0778 -17.12542)
M1_DATA.103940,103940,7002860,Australia,Bassian,Temperate Australasia,TAS85,Refuge Island,-42.1808,148.2594,2011-01-13T00:00:00,9,Chordata,Elasmobranchii,Urolophidae,Urolophus cruciatus,1,1,JEH,POINT (148.2594 -42.18081)
M1_DATA.103995,103995,3002617,Australia,Cape Howe,Temperate Australasia,CHMP-S9,Gabo Harbour,-37.5556,149.9076,2011-02-01T00:00:00,9,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,1,1,DTL,POINT (149.90763 -37.55564)
M1_DATA.63654,63654,912345456,Australia,Coral Sea,Central Indo-Pacific,CS182,Osprey Lagoon entrance bommie,-13.8896,146.5722,2015-07-23T00:00:00,5,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,GJE,POINT (146.57222 -13.88962)
M1_DATA.63655,63655,593003376,Ecuador,Western Galapagos Islands,Tropical Eastern Pacific,ETP218,Punta Moreno Pesca (2),-0.6907,-91.318,2008-04-17T00:00:00,6,Chordata,Elasmobranchii,Dasyatidae,Taeniura meyeni,2,1,RP,POINT (-91.31796 -0.69066)
M1_DATA.63804,63804,2001729,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,LHI4,Erscotts Blind Passage,-31.5497,159.063,2009-01-31T00:00:00,2,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,2,1,AJG,POINT (159.06295 -31.54974)
M1_DATA.63914,63914,912341963,Australia,Tweed-Moreton,Temperate Australasia,SI21,Surgeons Reef,-30.0075,153.2703,2011-03-18T00:00:00,9.3,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,1,1,IVS,POINT (153.27028 -30.00751)
M1_DATA.79047,79047,912344953,Australia,Ningaloo,Central Indo-Pacific,NMP13,Monck Head Inner ,-23.1799,113.7617,2015-07-26T00:00:00,2,Chordata,Elasmobranchii,Ginglymostomatidae,Nebrius ferrugineus,2,1,NAD,POINT (113.76169 -23.17989)
M1_DATA.79084,79084,8000664,Australia,Bonaparte Coast,Central Indo-Pacific,NT13,East Point North,-12.406,130.8117,2010-07-07T00:00:00,5,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,1,1,KDS,POINT (130.81166 -12.40605)
M1_DATA.79448,79448,912345043,Australia,Cape Howe,Temperate Australasia,VIC54,Saros,-37.803,149.2704,2014-11-07T00:00:00,7,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,1,1,DTL,POINT (149.2704 -37.80305)
M1_DATA.79544,79544,3000233,Australia,Cape Howe,Temperate Australasia,BR2,East Yeerung,-37.7954,148.7859,2010-01-08T00:00:00,9,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,2,1,AJW,POINT (148.78586 -37.79535)
M1_DATA.79662,79662,912344030,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,LHI3,Erscotts Blind Passage,-31.5497,159.063,2014-02-27T00:00:00,8,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,2,1,TCD,POINT (159.06295 -31.54974)
M1_DATA.79838,79838,506002956,Costa Rica,Cocos Islands,Tropical Eastern Pacific,ETP119,Isla Manuelita afuera (s) Cocos,5.561,-87.0485,2008-08-02T00:00:00,7,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,9,NAW,POINT (-87.048517 5.56095)
M1_DATA.99054,99054,912343317,Australia,Coral Sea,Central Indo-Pacific,CS135,Magdelaine Cays Rip Bommie,-16.594,150.3342,2013-07-03T00:00:00,14,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,0,1,RJE,POINT (150.33423 -16.59405)
M1_DATA.99080,99080,2000917,Australia,Manning-Hawkesbury,Temperate Australasia,SYD38,Middle Head Sth,-33.8283,151.2657,2009-08-03T00:00:00,6,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,1,1,RSS,POINT (151.26574 -33.82827)
M1_DATA.99368,99368,4000774,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD12,Creek Rocks,-23.1664,150.9517,2010-07-12T00:00:00,3,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,2,1,AJG,POINT (150.95166 -23.16641)
M1_DATA.99424,99424,912345789,Australia,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,NT49,Bonner Rocks NE,-12.062,136.6135,2015-11-05T00:00:00,10,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,GJE,POINT (136.61349 -12.06204)
M1_DATA.99541,99541,2001859,Australia,Cape Howe,Temperate Australasia,JBMP35,Dolphin Cove,-35.1311,150.7658,2008-02-21T00:00:00,2.9,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,1,JBB,POINT (150.76585 -35.1311)
M1_DATA.99628,99628,912343919,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2014-01-18T00:00:00,12.9,Chordata,Elasmobranchii,Orectolobidae,Orectolobus ornatus,1,1,MS,POINT (152.15925 -32.70976)
M1_DATA.99823,99823,912343222,Australia,Coral Sea,Central Indo-Pacific,CS87,Mellish bommie,-17.3908,155.8553,2013-06-12T00:00:00,12,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,1,GJE,POINT (155.85532 -17.3908)
M1_DATA.99947,99947,2001034,Australia,Manning-Hawkesbury,Temperate Australasia,NSW21,BAIT REEF BLACKSMITHS BEACH,-33.0802,151.6618,2009-12-19T00:00:00,4.8,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,1,2,KHVT,POINT (151.66184 -33.08017)
M1_DATA.100028,100028,912344441,Australia,Manning-Hawkesbury,Temperate Australasia,PS2,Nth Shark Gutters,-32.6183,152.3343,2014-05-25T00:00:00,13.5,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,1,1,AS,POINT (152.33433 -32.6183)
M1_DATA.116315,116315,593003474,Ecuador,Northern Galapagos Islands,Tropical Eastern Pacific,ETP245,Wolf Corales (1),1.387,-91.8164,2008-05-11T00:00:00,15,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,2,1,SEB,POINT (-91.8164 1.38696)
M1_DATA.89366,89366,912345448,Australia,Coral Sea,Central Indo-Pacific,CS179,Osprey south bommie,-13.9756,146.6755,2015-07-22T00:00:00,6,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,GJE,POINT (146.67549 -13.97563)
M1_DATA.89530,89530,912344764,Australia,Manning-Hawkesbury,Temperate Australasia,SYD14,Shiprock Wall,-34.0692,151.13,2015-03-21T00:00:00,10,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,1,1,BKJ,POINT (151.129977 -34.069152)
M1_DATA.89601,89601,2001893,Australia,Manning-Hawkesbury,Temperate Australasia,NSW32,Status Rock,-32.4321,152.535,2009-06-08T00:00:00,10.4,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,2,1,IMS,POINT (152.534999 -32.432077)
M1_DATA.89626,89626,593003515,Ecuador,Guayaquil,Tropical Eastern Pacific,ETP189,Palo Santo Isla de la Plata,-1.2751,-81.0521,2008-09-14T00:00:00,8,Chordata,Elasmobranchii,Urolophidae,Urobatis tumbesensis,2,1,GJE,POINT (-81.05207 -1.275146667)
M1_DATA.89679,89679,507003545,Panama,Nicoya,Tropical Eastern Pacific,ETP66,Secas O,7.9751,-82.0184,2007-03-22T00:00:00,6,Chordata,Elasmobranchii,Urolophidae,Urobatis halleri,2,1,GJE,POINT (-82.0184 7.97507)
M1_DATA.89713,89713,6002171,Australia,Ningaloo,Central Indo-Pacific,NMP13,Monck Head Inner ,-23.1799,113.7617,2010-05-30T00:00:00,3.6,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,2,1,WCB,POINT (113.76169 -23.17989)
M1_DATA.89745,89745,2002393,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2010-10-09T00:00:00,8.5,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,1,1,TRD,POINT (152.15925 -32.70976)
M1_DATA.89750,89750,912345047,Australia,Cape Howe,Temperate Australasia,NSW46,Cave Point,-37.1152,149.9651,2015-01-15T00:00:00,12,Chordata,Elasmobranchii,Urolophidae,Urolophus kapalensis,1,11,DTL,POINT (149.96512 -37.11518)
M1_DATA.89818,89818,912345711,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,AIMS1,Masthead Site 3,-23.5365,151.7573,2015-10-02T00:00:00,9.1,Chordata,Elasmobranchii,Orectolobidae,Eucrossorhinus dasypogon,1,1,ATC,POINT (151.75731 -23.53652)
M1_DATA.105045,105045,4000765,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD13,Olive Point,-23.1634,150.9214,2010-07-11T00:00:00,5.5,Chordata,Elasmobranchii,Orectolobidae,Eucrossorhinus dasypogon,1,1,TRD,POINT (150.92145 -23.16335)
M1_DATA.105384,105384,2001218,Australia,Manning-Hawkesbury,Temperate Australasia,PS4,Governers Wharf (Fingal Island),-32.7406,152.1949,2009-05-09T00:00:00,8.5,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,2,1,ATC,POINT (152.19493 -32.74057)
M1_DATA.105461,105461,912340300,Australia,Manning-Hawkesbury,Temperate Australasia,PS17,Fly Point Nelson Bay,-32.7145,152.1518,2012-03-11T00:00:00,7,Chordata,Elasmobranchii,Myliobatidae,Myliobatis australis,1,1,NAD,POINT (152.15183 -32.714463)
M1_DATA.105681,105681,912340243,Australia,Manning-Hawkesbury,Temperate Australasia,PS4,Governers Wharf (Fingal Island),-32.7406,152.1949,2011-09-17T00:00:00,9.1,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,2,32,TRD,POINT (152.19493 -32.74057)
M1_DATA.105999,105999,2001220,Australia,Manning-Hawkesbury,Temperate Australasia,PS4,Governers Wharf (Fingal Island),-32.7406,152.1949,2010-09-12T00:00:00,7,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,1,84,TRD,POINT (152.19493 -32.74057)
M1_DATA.106033,106033,912344543,Republic of the Marshall Islands,Marshall Islands,Eastern Indo-Pacific,RT2,Rongalap Airport,11.1551,166.8901,2014-07-18T00:00:00,10,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,2,1,ATC,POINT (166.89014 11.1551)
M1_DATA.120111,120111,3000180,Australia,Cape Howe,Temperate Australasia,BR3,Auckland,-37.819,148.7835,2009-03-29T00:00:00,16,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,1,1,DTL,POINT (148.78351 -37.81905)
M1_DATA.120199,120199,7000548,Australia,Bassian,Temperate Australasia,TAS23,Bruny Neck Nth,-43.2078,147.363,2008-12-10T00:00:00,2,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,1,1,MLD,POINT (147.36298 -43.20783)
M1_DATA.120204,120204,912343131,Australia,Coral Sea,Central Indo-Pacific,CS41,Wreck North,-22.1977,155.2944,2013-05-21T00:00:00,9,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,1,WCB,POINT (155.29443 -22.1977)
M1_DATA.120373,120373,506003353,Costa Rica,Cocos Islands,Tropical Eastern Pacific,ETP234,Roca Sumergida,5.5001,-87.0801,2006-09-06T00:00:00,15,Chordata,Elasmobranchii,Sphyrnidae,Sphyrna lewini,1,1,GJE,POINT (-87.0801225 5.50014)
M1_DATA.120403,120403,2001498,Australia,Cape Howe,Temperate Australasia,JBMP-S16,Bowens Island SW,-35.1211,150.7642,2010-03-27T00:00:00,6,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,1,1,SLG,POINT (150.7641602 -35.1211319)
M1_DATA.74676,74676,912340246,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2011-06-06T00:00:00,10.5,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,1,TRD,POINT (152.15925 -32.70976)
M1_DATA.74677,74677,506002963,Costa Rica,Cocos Islands,Tropical Eastern Pacific,ETP14,Punta Ulloa,5.5509,-87.0349,2011-04-22T00:00:00,12,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,2,MLD,POINT (-87.03493 5.5509)
M1_DATA.74695,74695,2001345,Australia,Manning-Hawkesbury,Temperate Australasia,PS17,Fly Point Nelson Bay,-32.7145,152.1518,2010-05-27T00:00:00,6,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,2,TRD,POINT (152.15183 -32.714463)
M1_DATA.74717,74717,2002379,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2010-10-15T00:00:00,11,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,1,TRD,POINT (152.15925 -32.70976)
M1_DATA.74735,74735,593003392,Ecuador,Western Galapagos Islands,Tropical Eastern Pacific,ETP150,Caleta Tagus Turismo (2),-0.2677,-91.3723,2008-04-18T00:00:00,15,Chordata,Elasmobranchii,Heterodontidae,Heterodontus quoyi,1,1,RP,POINT (-91.37229 -0.26766)
M1_DATA.74856,74856,912343953,Australia,Bassian,Temperate Australasia,PPB41,Portsea Bay Reef,-38.3174,144.7102,2014-03-23T00:00:00,3,Chordata,Elasmobranchii,Urolophidae,Urolophus gigas,1,2,DTL,POINT (144.71023 -38.31745)
M1_DATA.90204,90204,912343267,Australia,Coral Sea,Central Indo-Pacific,CS110,Tregrosse Outlier Reef Down,-17.7118,150.7369,2013-06-18T00:00:00,9,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,3,GER,POINT (150.736917 -17.71175)
M1_DATA.90279,90279,912342991,Australia,Manning-Hawkesbury,Temperate Australasia,PS7,Little Beach West,-32.7133,152.1571,2013-04-20T00:00:00,8,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,3,MS,POINT (152.15713 -32.713325)
M1_DATA.90442,90442,3002532,Australia,Cape Howe,Temperate Australasia,BR3,Auckland,-37.819,148.7835,2011-04-27T00:00:00,16,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,2,1,DTL,POINT (148.78351 -37.81905)
M1_DATA.90462,90462,912340252,Australia,Manning-Hawkesbury,Temperate Australasia,PS35,Coral Gardens,-32.6855,152.2224,2011-11-11T00:00:00,4,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,2,1,TRD,POINT (152.22244 -32.68551)
M1_DATA.90522,90522,912345700,Australia,Manning-Hawkesbury,Temperate Australasia,PS4,Governers Wharf (Fingal Island),-32.7406,152.1949,2015-10-02T00:00:00,7,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,1,1,TRD,POINT (152.19493 -32.74057)
M1_DATA.90663,90663,2001104,Australia,Cape Howe,Temperate Australasia,BMP2,Potato Point - Bills Bommie,-36.0928,150.1393,2008-05-12T00:00:00,6.5,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,1,WCB,POINT (150.13934 -36.09276)
M1_DATA.90758,90758,2002636,Australia,Manning-Hawkesbury,Temperate Australasia,PS16,Seahorse gardens,-32.7152,152.1504,2011-01-29T00:00:00,10,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,1,2,AS,POINT (152.15036 -32.71515)
M1_DATA.90875,90875,912344997,Australia,Cape Howe,Temperate Australasia,BMP25,Barren Bommie,-36.1356,150.1292,2015-03-31T00:00:00,8,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,2,1,AJG,POINT (150.12916 -36.13559)
M1_DATA.106362,106362,2000921,Australia,Manning-Hawkesbury,Temperate Australasia,SYD38,Middle Head Sth,-33.8283,151.2657,2009-08-03T00:00:00,8,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,2,1,STN,POINT (151.26574 -33.82827)
M1_DATA.106388,106388,912343425,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,NQ3,Eel Reef North,-12.4009,143.372,2013-07-28T00:00:00,3,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,2,1,ATC,POINT (143.37201 -12.40092)
M1_DATA.106803,106803,2002802,Australia,Cape Howe,Temperate Australasia,BMP22,Montague Is NW shallow bay,-36.2448,150.2245,2011-05-20T00:00:00,12.1,Chordata,Elasmobranchii,Urolophidae,Trygonoptera imitata,1,1,AJG,POINT (150.22451 -36.24482)
M1_DATA.107039,107039,912340177,Australia,Cape Howe,Temperate Australasia,BMP-S36,Honeysuckle Bay,-35.7122,150.2786,2012-01-26T00:00:00,5.3,Chordata,Elasmobranchii,Rhinobatidae,Trygonorrhina fasciata,1,1,AJG,POINT (150.27862 -35.71223)
M1_DATA.121427,121427,593003398,Ecuador,Western Galapagos Islands,Tropical Eastern Pacific,ETP208,Punta Espinosa Norte (2),-0.2619,-91.4446,2008-04-19T00:00:00,6,Chordata,Elasmobranchii,Heterodontidae,Heterodontus quoyi,2,1,RP,POINT (-91.44458 -0.261942)
M1_DATA.121441,121441,3002534,Australia,Cape Howe,Temperate Australasia,CHMP-S1,Howe Outer,-37.5085,149.9761,2011-02-02T00:00:00,14,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,1,1,ATC,POINT (149.9761 -37.50853)
M1_DATA.72781,72781,912342966,Australia,Cape Howe,Temperate Australasia,BR3,Auckland,-37.819,148.7835,2012-10-29T00:00:00,16,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,1,1,DTL,POINT (148.78351 -37.81905)
M1_DATA.88016,88016,507003795,Panama,Panama Bight,Tropical Eastern Pacific,ETP2,TabogaSW,8.7757,-79.5442,2011-04-03T00:00:00,6.5,Chordata,Elasmobranchii,Urolophidae,Urobatis halleri,2,1,GJE,POINT (-79.54421 8.77569)
M1_DATA.88166,88166,912345482,Australia,Coral Sea,Central Indo-Pacific,CS180,Osprey S W Bommie,-13.9669,146.6672,2015-07-22T00:00:00,13,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,1,JS,POINT (146.66721 -13.96688)
M1_DATA.88601,88601,2001461,Australia,Cape Howe,Temperate Australasia,JBMP-S1,Captains Pt,-35.121,150.7079,2010-03-27T00:00:00,5.1,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,2,1,JJO,POINT (150.7078857 -35.12096787)
M1_DATA.88630,88630,912344782,Australia,Manning-Hawkesbury,Temperate Australasia,SYD45,Dobroyd Head,-33.8132,151.2724,2015-03-23T00:00:00,10,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,1,1,DM,POINT (151.27238 -33.81322)
M1_DATA.88761,88761,912345907,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,GBR52,Seven Reefs Anchorage,-10.2875,143.7098,2015-12-07T00:00:00,5.4,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,2,1,AJG,POINT (143.70978 -10.2875)
M1_DATA.88818,88818,912342513,Australia,Manning-Hawkesbury,Temperate Australasia,PS3,Cabbage Tree Island West,-32.6888,152.2222,2012-06-02T00:00:00,10,Chordata,Elasmobranchii,Orectolobidae,Orectolobus ornatus,2,1,TRD,POINT (152.22218 -32.68884)
M1_DATA.88869,88869,2002701,Australia,Cape Howe,Temperate Australasia,JBMP-S17,Murrays Reef,-35.1239,150.7523,2011-04-16T00:00:00,4,Chordata,Elasmobranchii,Urolophidae,Urolophus kapalensis,1,1,AJG,POINT (150.7523499 -35.1239319)
M1_DATA.88939,88939,593003460,Ecuador,Eastern Galapagos Islands,Tropical Eastern Pacific,ETP182,Las Cuevas Sur,-1.2628,-90.3581,2008-05-01T00:00:00,6,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,SEB,POINT (-90.3581 -1.26277)
M1_DATA.104064,104064,6001976,Australia,Shark Bay,Temperate Australasia,WA64,Prick Reef,-26.0298,113.5534,2010-05-23T00:00:00,2.5,Chordata,Elasmobranchii,Orectolobidae,Orectolobus wardi,1,1,DTL,POINT (113.55341 -26.02977)
M1_DATA.104117,104117,912345720,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,AIMS6,Erskyne Island Site 3,-23.5002,151.7823,2015-10-05T00:00:00,7,Chordata,Elasmobranchii,Ginglymostomatidae,Nebrius ferrugineus,1,1,ATC,POINT (151.78232 -23.50019)
M1_DATA.104293,104293,912342146,French Polynesia,Tuamotus,Eastern Indo-Pacific,FP53,Fakarava Nth Inside,-16.077,-145.7018,2012-06-28T00:00:00,3,Chordata,Elasmobranchii,Myliobatidae,Aetobatus ocellatus,1,1,MLD,POINT (-145.70184 -16.07705)
